,open,high,low,close,volume
2000-01-03,,,,,
2000-01-04,-0.055158324821246163,-0.055158324821246163,-0.055158324821246163,-0.055158324821246163,-0.18446180555555558
2000-01-05,-0.010090090090090098,-0.010090090090090098,-0.010090090090090098,-0.010090090090090098,0.49104133404293071
2000-01-06,-0.0034583181652712014,-0.0034583181652712014,-0.0034583181652712014,-0.0034583181652712014,-0.20862581796549673
2000-01-07,0.0045662100456620447,0.0045662100456620447,0.0045662100456620447,0.0045662100456620447,-0.38592798616853341
2000-01-10,0.020545454545454644,0.020545454545454644,0.020545454545454644,0.020545454545454644,-0.064512180193414093
2000-01-11,-0.024585783003741368,-0.024585783003741368,-0.024585783003741368,-0.024585783003741368,0.22611881706359593
2000-01-12,0.0014611872146117477,0.0014611872146117477,0.0014611872146117477,0.0014611872146117477,-0.028601921024546395
2000-01-13,-0.028816341418931191,-0.028816341418931191,-0.028816341418931191,-0.028816341418931191,0.13227862008349822
2000-01-14,0.014084507042253502,0.014084507042253502,0.014084507042253502,0.014084507042253502,-0.36862022123035121
2000-01-17,-0.011481481481481426,-0.011481481481481426,-0.011481481481481426,-0.011481481481481426,-0.0050714615029967547
2000-01-18,0.0044960659423003424,0.0044960659423003424,0.0044960659423003424,0.0044960659423003424,0.081556997219647931
2000-01-19,-0.0069004102946661483,-0.0069004102946661483,-0.0069004102946661483,-0.0069004102946661483,1.1692373607540705
2000-01-20,-0.0024413145539906589,-0.0024413145539906589,-0.0024413145539906589,-0.0024413145539906589,-0.3244453222726974
2000-01-21,-0.021084337349397519,-0.021084337349397519,-0.021084337349397519,-0.021084337349397519,-0.3333008478705779
2000-01-24,-0.0073076923076923483,-0.0073076923076923483,-0.0073076923076923483,-0.0073076923076923483,0.049846513667592518
2000-01-25,0.0,0.0,0.0,0.0,-1.0
2000-01-26,0.012204571871367698,0.012204571871367698,0.012204571871367698,0.012204571871367698,inf
2000-01-27,-0.0070813397129185773,-0.0070813397129185773,-0.0070813397129185773,-0.0070813397129185773,0.48083761359146582
2000-01-28,0.0,0.0,0.0,0.0,-0.53375133404482389
2000-01-31,-0.016769468003084098,-0.016769468003084098,-0.016769468003084098,-0.016769468003084098,0.80314735336194554
2000-02-01,0.01940795922368177,0.01940795922368177,0.01940795922368177,0.01940795922368177,-0.26634401777213579
2000-02-02,0.019230769230769162,0.019230769230769162,0.019230769230769162,0.019230769230769162,-0.39710176273385966
2000-02-03,0.028301886792452935,0.028301886792452935,0.028301886792452935,0.028301886792452935,0.81829596412556049
2000-02-04,0.025321100917431227,0.025321100917431227,0.025321100917431227,0.025321100917431227,-0.18309164447075077
2000-02-07,0.0066213314244809585,0.0066213314244809585,0.0066213314244809585,0.0066213314244809585,-0.027653665016302398
2000-02-08,0.022222222222222143,0.022222222222222143,0.022222222222222143,0.022222222222222143,0.52806756085444606
2000-02-09,-0.021739130434782594,-0.021739130434782594,-0.021739130434782594,-0.021739130434782594,-0.50471391417425226
2000-02-10,-0.028977777777777769,-0.028977777777777769,-0.028977777777777769,-0.028977777777777769,0.19232031506399738
2000-02-11,-0.031856462834126575,-0.031856462834126575,-0.031856462834126575,-0.031856462834126575,0.36003303055326175
2000-02-14,-0.014372163388804982,-0.014372163388804982,-0.014372163388804982,-0.014372163388804982,-0.59997976118194696
2000-02-15,0.019186492709132752,0.019186492709132752,0.019186492709132752,0.019186492709132752,2.3149506703769287
2000-02-16,0.080195783132530174,0.080195783132530174,0.080195783132530174,0.080195783132530174,1.1929181929181931
2000-02-17,-0.0087138375740676288,-0.0087138375740676288,-0.0087138375740676288,-0.0087138375740676288,-0.70893652561247222
2000-02-18,-0.022151898734177333,-0.022151898734177333,-0.022151898734177333,-0.022151898734177333,0.05009564801530364
2000-02-21,-0.0021574973031283085,-0.0021574973031283085,-0.0021574973031283085,-0.0021574973031283085,-0.16827963110554478
2000-02-22,-0.0045045045045044585,-0.0045045045045044585,-0.0045045045045044585,-0.0045045045045044585,0.20177960301163589
2000-02-23,0.0068778280542987069,0.0068778280542987069,0.0068778280542987069,0.0068778280542987069,-0.095227246839047708
2000-02-24,0.026963868416322034,0.026963868416322034,0.026963868416322034,0.026963868416322034,0.61953921692055891
2000-02-25,0.026255907579205262,0.026255907579205262,0.026255907579205262,0.026255907579205262,0.12227922885572129
2000-02-28,-0.019273409517312046,-0.019273409517312046,-0.019273409517312046,-0.019273409517312046,-0.68622289949435478
2000-02-29,0.0043478260869564966,0.0043478260869564966,0.0043478260869564966,0.0043478260869564966,1.0973509933774834
2000-03-01,0.017316017316017396,0.017316017316017396,0.017316017316017396,0.017316017316017396,-0.020313651194611149
2000-03-02,-0.0062978723404254477,-0.0062978723404254477,-0.0062978723404254477,-0.0062978723404254477,0.0094542329179201356
2000-03-03,0.034258307639602581,0.034258307639602581,0.034258307639602581,0.034258307639602581,-0.45051085568326943
2000-03-06,0.0,0.0,0.0,0.0,-1.0
2000-03-07,0.0,0.0,0.0,0.0,
2000-03-08,0.02368333885392504,0.02368333885392504,0.02368333885392504,0.02368333885392504,inf
2000-03-09,0.035269373887720334,0.035269373887720334,0.035269373887720334,0.035269373887720334,1.5879643844028246
2000-03-10,-0.029223316143147438,-0.029223316143147438,-0.029223316143147438,-0.029223316143147438,-0.31581445011270615
2000-03-13,0.0,0.0,0.0,0.0,-1.0
2000-03-14,-0.064391500321957507,-0.064391500321957507,-0.064391500321957507,-0.064391500321957507,inf
2000-03-15,0.013076393668272734,0.013076393668272734,0.013076393668272734,0.013076393668272734,-0.11277247342821117
2000-03-16,0.0062839673913042127,0.0062839673913042127,0.0062839673913042127,0.0062839673913042127,-0.076040609137055792
2000-03-17,-0.010632911392405076,-0.010632911392405076,-0.010632911392405076,-0.010632911392405076,-0.20821887704647846
2000-03-20,-0.029682702149436913,-0.029682702149436913,-0.029682702149436913,-0.029682702149436913,-0.13197335553705247
2000-03-21,0.019690576652601877,0.019690576652601877,0.019690576652601877,0.019690576652601877,0.59200639488409279
2000-03-22,0.0024137931034482474,0.0024137931034482474,0.0024137931034482474,0.0024137931034482474,-0.014862422173127166
2000-03-23,-0.00034399724802203213,-0.00034399724802203213,-0.00034399724802203213,-0.00034399724802203213,0.05310907237512752
2000-03-24,0.0,0.0,0.0,0.0,-0.42338592585422519
2000-03-27,0.075361321403991877,0.075361321403991877,0.075361321403991877,0.075361321403991877,0.49034749034749026
2000-03-28,-0.041919999999999957,-0.041919999999999957,-0.041919999999999957,-0.041919999999999957,-0.2561387699932417
2000-03-29,-0.0041750167000668137,-0.0041750167000668137,-0.0041750167000668137,-0.0041750167000668137,0.28876438522107817
2000-03-30,-0.023142713399295745,-0.023142713399295745,-0.023142713399295745,-0.023142713399295745,-0.24579955351897542
