,histogram,macd,signal
2004-01-30 00:00:00,0.0021987616695828827,1.7112730979301727,1.7090743362605898
2004-02-06 00:00:00,-0.040288459701991464,1.6486416467076026,1.6889301064095941
2004-02-13 00:00:00,0.023025459108856339,1.7234682950728786,1.7004428359640222
2004-02-20 00:00:00,-0.087712808133028064,1.56887362376448,1.6565864318975081
2004-02-27 00:00:00,-0.11727264305473484,1.4806774673154059,1.5979501103701408
2004-03-05 00:00:00,-0.048297154463451841,1.5255043786749631,1.573801533138415
2004-03-12 00:00:00,-0.083372663376251266,1.448742538074038,1.5321152014502892
2004-03-19 00:00:00,-0.098281098034854741,1.384693554398007,1.4829746524328618
2004-03-26 00:00:00,-0.13496343571932101,1.2805294988538805,1.4154929345732015
2004-04-02 00:00:00,-0.061313369335774581,1.3235228805695396,1.3848362499053142
2004-04-09 00:00:00,-0.027826170942824691,1.343096993491077,1.3709231644339017
2004-04-16 00:00:00,-0.081082597346560314,1.2492992684140614,1.3303818657606217
2004-04-23 00:00:00,-0.1752855824413202,1.0674534920986414,1.2427390745399616
2004-04-30 00:00:00,-0.3702547078846179,0.68735701271303462,1.0576117205976525
2004-05-07 00:00:00,-0.48662829058756929,0.32766928471629875,0.81429757530386804
2004-05-14 00:00:00,-0.44240715713992618,0.15068683959397866,0.59309399673390484
2004-05-21 00:00:00,-0.50974477110257932,-0.17152315991996403,0.33822161118261529
2004-05-28 00:00:00,-0.38522943781596714,-0.23962254554133544,0.14560689227463169
2004-06-04 00:00:00,-0.24101106429194502,-0.21590970416328581,0.025101360128659208
2004-06-11 00:00:00,-0.15708273037960568,-0.21052273544074929,-0.053440005061143617
2004-06-18 00:00:00,-0.041991207018416701,-0.11642681558876866,-0.07443560857035196
2004-06-25 00:00:00,0.040718060636563837,-0.013358517615506216,-0.054076578252070052
2004-07-02 00:00:00,0.086777233618281435,0.076089272175352107,-0.010687961442929333
2004-07-09 00:00:00,0.031958101186433947,0.037249190336721583,0.0052910891502876379
2004-07-16 00:00:00,0.10361636408910088,0.16071563528393895,0.057099271194838069
2004-07-23 00:00:00,0.036048483379419891,0.1111719962639679,0.075123512884548008
2004-07-30 00:00:00,0.078252621969698982,0.19250244583909648,0.1142498238693975
2004-08-06 00:00:00,0.086245363284925686,0.24361786879678604,0.15737250551186036
2004-08-13 00:00:00,0.10603772998951425,0.31642910049613171,0.21039137050661746
2004-08-20 00:00:00,0.21656099008290719,0.53523285563097822,0.31867186554807103
2004-08-27 00:00:00,0.18516528744976291,0.59641979672271539,0.41125450927295248
2004-09-03 00:00:00,0.15264335460103107,0.64021954117449908,0.48757618657346802
2004-09-10 00:00:00,0.13099336936594741,0.68406624062238919,0.55307287125644178
2004-09-17 00:00:00,0.1729828825477413,0.81254719507805362,0.63956431253031232
2004-09-24 00:00:00,0.27172075202460066,1.0471454405672134,0.77542468854261271
2004-10-01 00:00:00,0.30974833969620486,1.2400471980869199,0.93029885839071502
2004-10-08 00:00:00,0.33697559137257027,1.4357622454495704,1.0987866540770002
2004-10-15 00:00:00,0.20157692961727669,1.4011520485029152,1.1995751188856385
2004-10-22 00:00:00,0.14376241302029058,1.4152187384160744,1.2714563253957838
2004-10-29 00:00:00,0.053024308910213591,1.3509927887611042,1.2979684798508906
2004-11-05 00:00:00,0.046109723507670397,1.3671330651123963,1.3210233416047259
2004-11-12 00:00:00,0.020636560496860579,1.3519781823500168,1.3313416218531562
2004-11-19 00:00:00,-0.13197987567210401,1.1333718083450002,1.2653516840171042
2004-11-26 00:00:00,-0.11688767667665623,1.0900201690021198,1.2069078456787761
2004-12-03 00:00:00,-0.12138469687900622,1.0248308003602666,1.1462154972392729
2004-12-10 00:00:00,-0.15357769093394524,0.9158489608383551,1.0694266517723003
2004-12-17 00:00:00,-0.09415959030884502,0.92818726630903292,1.0223468566178779
2004-12-24 00:00:00,-0.02437719453066256,0.9857810648218841,1.0101582593525467
2004-12-31 00:00:00,0.0073276491353000406,1.0211497330554966,1.0138220839201966
2005-01-07 00:00:00,-0.07944965382476965,0.89464760318304215,0.9740972570078118
2005-01-14 00:00:00,-0.10113890525165725,0.82238889913032587,0.92352780438198312
2005-01-21 00:00:00,-0.17735414469767952,0.6574965873354639,0.83485073203314342
2005-01-28 00:00:00,-0.15621554323500597,0.60052741718063452,0.75674296041564049
2005-02-04 00:00:00,-0.031303932557224967,0.70978706157980298,0.74109099413702795
2005-02-11 00:00:00,0.14331331469014608,0.95606096617224701,0.81274765148210093
2005-02-18 00:00:00,0.18502988621282357,1.0902924808013363,0.90526259458851277
2005-02-25 00:00:00,0.40582028237136059,1.5139930181455536,1.1081727357741931
2005-03-04 00:00:00,0.48178852468655964,1.8308555228040326,1.349066998117473
2005-03-11 00:00:00,0.25335246874886908,1.7290957012407766,1.4757432324919075
2005-03-18 00:00:00,0.067803749111697176,1.5774488561594531,1.5096451070477559
2005-03-25 00:00:00,-0.11663011280114666,1.334699937846036,1.4513300506471827
2005-04-01 00:00:00,-0.16603320063906191,1.2022802496885898,1.3683134503276517
2005-04-08 00:00:00,-0.27139311705618652,0.96122377474337206,1.2326168917995586
2005-04-15 00:00:00,-0.43749842276438256,0.57636925765298486,1.0138676804173674
2005-04-22 00:00:00,-0.47652886009879769,0.29907439026917082,0.77560325036796851
2005-04-29 00:00:00,-0.4053661521809141,0.16755402209659742,0.57292017427751152
2005-05-06 00:00:00,-0.2296020834288075,0.22851704913430027,0.45811913256310777
2005-05-13 00:00:00,-0.27451279796306283,0.046349935618513527,0.32086273358157635
2005-05-20 00:00:00,-0.12810151710074802,0.12871045793045433,0.25681197503120234
2005-05-27 00:00:00,0.0077662392251252044,0.26846133386889015,0.26069509464376495
2005-06-03 00:00:00,0.13413512797771193,0.46189778661033287,0.32776265863262094
2005-06-10 00:00:00,0.11213874712833494,0.49597077932512335,0.38383203219678841
2005-06-17 00:00:00,0.22182720145565382,0.71657283438026909,0.49474563292461526
2005-06-24 00:00:00,0.20385883847036879,0.80053389063016844,0.59667505215979966
2005-07-01 00:00:00,0.20038604073168387,0.89725411325732551,0.69686807252564165
2005-07-08 00:00:00,0.17051950192070298,0.95264732540669605,0.78212782348599308
2005-07-15 00:00:00,0.039290431992466179,0.84106347147469229,0.80177303948222611
2005-07-22 00:00:00,0.040731713857166341,0.86287061026797574,0.82213889641080939
2005-07-29 00:00:00,0.050655366135686108,0.89812194561433856,0.84746657947865245
2005-08-05 00:00:00,0.15831250898134641,1.0849353429506721,0.92662283396932565
2005-08-12 00:00:00,0.36037772409231406,1.4671894201077968,1.1068116960154828
2005-08-19 00:00:00,0.32240550992863448,1.5904199609084344,1.2680144509797999
2005-08-26 00:00:00,0.29355636990690592,1.7083490058401587,1.4147926359332528
2005-09-02 00:00:00,0.37666089502236377,1.9797839784667985,1.6031230834444348
2005-09-09 00:00:00,0.50263819039563806,2.3570803690378916,1.8544421786422536
2005-09-16 00:00:00,0.54954887891041571,2.6787654970078769,2.1292166180974612
2005-09-23 00:00:00,0.56184158413745866,2.9719789943036492,2.4101374101661905
2005-09-30 00:00:00,0.44891019082932537,3.0835026964101786,2.6345925055808532
2005-10-07 00:00:00,-0.057722796543268284,2.548008310765951,2.6057311073092193
2005-10-14 00:00:00,-0.34286232637044467,2.0914376177535523,2.434299944123997
2005-10-21 00:00:00,-0.50159761486641186,1.6819035218243794,2.1835011366907913
2005-10-28 00:00:00,-0.47428807390373207,1.4720690258351929,1.946357099738925
2005-11-04 00:00:00,-0.28355552938603967,1.5210238056598655,1.8045793350459052
2005-11-11 00:00:00,-0.35393283800576647,1.2736800780372555,1.6276129160430219
2005-11-18 00:00:00,-0.18420666752490544,1.3513029147556637,1.5355095822805691
2005-11-25 00:00:00,0.038465598608955265,1.593207980194002,1.5547423815850467
2005-12-02 00:00:00,0.22881119221719626,1.8979591699108411,1.6691479776936449
2005-12-09 00:00:00,0.30517760074309241,2.1269143788082836,1.8217367780651912
2005-12-16 00:00:00,0.29181670572631635,2.2594618366546655,1.9676451309283491
2005-12-23 00:00:00,0.25469449184374726,2.3496868686939703,2.094992376850223
2005-12-30 00:00:00,0.23051193555808114,2.4407602801873445,2.2102483446292633
2006-01-06 00:00:00,0.49880716334227104,2.9584590896426697,2.4596519263003986
2006-01-13 00:00:00,0.67535663274470448,3.4726868754174554,2.7973302426727509
2006-01-20 00:00:00,0.7759915556683854,3.961317576175329,3.1853260205069436
2006-01-27 00:00:00,0.74204531179858302,4.2983939882048183,3.5563486764062353
2006-02-03 00:00:00,0.50904507232001528,4.3199162848862578,3.8108712125662425
2006-02-10 00:00:00,0.033028095155104076,3.8604133552988991,3.827385260143795
2006-02-17 00:00:00,0.025925977495144803,3.866274226386512,3.8403482488913672
2006-02-24 00:00:00,0.041456767596665944,3.9025334002863659,3.8610766326896999
2006-03-03 00:00:00,0.064122764969488877,3.9572607801439332,3.8931380151744444
2006-03-10 00:00:00,-0.38035679699548153,3.3226028196812223,3.7029596166767038
2006-03-17 00:00:00,-0.41376840139715387,3.082307014580973,3.4960754159781269
2006-03-24 00:00:00,-0.4471710872029111,2.82531878517376,3.2724898723766711
2006-03-31 00:00:00,-0.37697725054291498,2.7070239965622989,3.0840012471052138
2006-04-07 00:00:00,-0.27050393010703333,2.6782453519446641,2.9487492820516974
2006-04-14 00:00:00,-0.26992508018177608,2.5438616617790331,2.8137867419608091
2006-04-21 00:00:00,0.0063103523799212802,2.8232522705306913,2.81694191815077
2006-04-28 00:00:00,0.07921959821655955,2.9357713154756091,2.8565517172590495
2006-05-05 00:00:00,0.17953993230056797,3.1258616157099013,2.9463216834093333
2006-05-12 00:00:00,0.1071896905739087,3.1071062192701966,2.9999165286962879
2006-05-19 00:00:00,-0.30995736305220989,2.5349804841179733,2.8449378471701832
2006-05-26 00:00:00,-0.31882658128534569,2.3666979752421646,2.6855245565275103
2006-06-02 00:00:00,-0.34203627983244855,2.1724701367788377,2.5145064166112863
2006-06-09 00:00:00,-0.82711328093190373,1.2738364952134305,2.1009497761453342
2006-06-16 00:00:00,-0.85915428986123477,0.81221834135348203,1.6713726312147168
2006-06-23 00:00:00,-0.70711811389010459,0.61069546037956002,1.3178135742696646
2006-06-30 00:00:00,-0.36631915510565993,0.76833484161117482,1.1346539967168348
