,close,value
2000-01-03 00:00:00,,5.8746250000000009
2000-01-04 00:00:00,,5.5250000000000004
2000-01-05 00:00:00,,5.4937500000000004
2000-01-06 00:00:00,,5.4750000000000005
2000-01-07 00:00:00,,5.5
2000-01-10 00:00:00,,5.6126250000000004
2000-01-11 00:00:00,,5.47525
2000-01-12 00:00:00,,5.375
2000-01-13 00:00:00,,5.3250000000000002
2000-01-14 00:00:00,,5.4000000000000004
2000-01-17 00:00:00,,5.3375000000000004
2000-01-18 00:00:00,,5.3625000000000007
2000-01-19 00:00:00,,5.3250000000000002
2000-01-20 00:00:00,,5.2625000000000002
2000-01-21 00:00:00,,5.2000000000000002
2000-01-24 00:00:00,,5.1625000000000005
2000-01-26 00:00:00,,5.2250000000000005
2000-01-27 00:00:00,,5.2125000000000004
2000-01-28 00:00:00,,5.1375000000000002
2000-01-31 00:00:00,,5.1000000000000005
2000-02-01 00:00:00,,5.2000000000000002
2000-02-02 00:00:00,,5.3000000000000007
2000-02-03 00:00:00,,5.5250000000000004
2000-02-04 00:00:00,,5.5875000000000004
2000-02-07 00:00:00,,5.6750000000000007
2000-02-08 00:00:00,,5.75
2000-02-09 00:00:00,,5.625
2000-02-10 00:00:00,,5.5
2000-02-11 00:00:00,,5.2000000000000002
2000-02-14 00:00:00,,5.1875
2000-02-15 00:00:00,,5.3500000000000005
2000-02-16 00:00:00,,5.6875
2000-02-17 00:00:00,,5.625
2000-02-18 00:00:00,,5.5562500000000004
2000-02-21 00:00:00,,5.5497500000000004
2000-02-22 00:00:00,,5.5250000000000004
2000-02-23 00:00:00,,5.5626250000000006
2000-02-24 00:00:00,,5.7126250000000001
2000-02-25 00:00:00,,5.8626250000000004
2000-02-28 00:00:00,,5.7375000000000007
2000-02-29 00:00:00,,5.75
2000-03-01 00:00:00,,5.9123750000000008
2000-03-02 00:00:00,,5.7375000000000007
2000-03-03 00:00:00,,6.0375000000000005
2000-03-08 00:00:00,,6.1812500000000004
2000-03-09 00:00:00,,6.3987499999999997
2000-03-10 00:00:00,,6.2125000000000004
2000-03-13 00:00:00,,5.9750000000000005
2000-03-14 00:00:00,,5.8125
2000-03-15 00:00:00,,5.9375
2000-03-16 00:00:00,,5.9250000000000007
2000-03-17 00:00:00,,5.8625000000000007
2000-03-20 00:00:00,,5.6875
2000-03-21 00:00:00,,5.8000000000000007
2000-03-22 00:00:00,,5.8137500000000006
2000-03-23 00:00:00,,5.7872500000000002
2000-03-24 00:00:00,,5.8125
2000-03-27 00:00:00,,6.25
2000-03-28 00:00:00,,5.9875000000000007
2000-03-29 00:00:00,,5.9626250000000001
2000-03-30 00:00:00,,5.8250000000000002
2000-03-31 00:00:00,,5.9000000000000004
2000-04-03 00:00:00,,5.8501250000000002
2000-04-04 00:00:00,,5.8187500000000005
2000-04-05 00:00:00,,6.0625
2000-04-06 00:00:00,,6.1500000000000004
2000-04-07 00:00:00,,6.2000000000000002
