,histogram,macd,signal
2000-09-13 00:00:00,-0.031379161435955316,0.40367950517156803,0.43505866660752335
2000-09-14 00:00:00,-0.093919615058005224,0.29417924402051554,0.38809885907852076
2000-09-15 00:00:00,-0.097393176991216135,0.24200909359169653,0.33940227058291267
2000-09-18 00:00:00,-0.12685216994688009,0.14912401566259259,0.27597618560947268
2000-09-19 00:00:00,-0.13280535607881028,0.076768151491257264,0.20957350757006754
2000-09-20 00:00:00,-0.099485885945338609,0.060344678652059613,0.15983056459739822
2000-09-21 00:00:00,-0.10729605674361803,-0.001113520518028821,0.10618253622558921
2000-09-22 00:00:00,-0.11027718907926269,-0.059233247393304822,0.051043941685957869
2000-09-25 00:00:00,-0.086071675020325311,-0.078063570844530084,0.0080081041757952224
2000-09-26 00:00:00,-0.034691825649317012,-0.044029634298180298,-0.0093378086488632838
2000-09-27 00:00:00,-0.010150309977642151,-0.024563273615326509,-0.014412963637684358
2000-09-28 00:00:00,-0.0056999654563003183,-0.022962911822134835,-0.017262946365834517
2000-09-29 00:00:00,-0.013955838541353377,-0.038196704177864582,-0.024240865636511205
2000-10-02 00:00:00,-0.018930463174690992,-0.052636560398547694,-0.033706097223856701
2000-10-03 00:00:00,-0.014327945216518922,-0.055198015048635085,-0.040870069832116163
2000-10-04 00:00:00,0.0030172779660950777,-0.036344152882973546,-0.039361430849068624
2000-10-05 00:00:00,0.010374178724500492,-0.023800162762317889,-0.034174341486818381
2000-10-06 00:00:00,-0.015302450889041315,-0.05712801782038035,-0.041825566931339035
2000-10-09 00:00:00,-0.019782116076073948,-0.071498741045449954,-0.051716624969376006
2000-10-10 00:00:00,0.0038846899171007809,-0.045889590093724841,-0.049774280010825622
2000-10-11 00:00:00,0.015757703431799566,-0.026137724863126266,-0.041895428294925832
2000-10-12 00:00:00,0.019118729975563201,-0.013217333331581038,-0.032336063307144239
2000-10-13 00:00:00,0.033147185976353258,0.017384715657385641,-0.015762470318967613
2000-10-16 00:00:00,-0.0097156420655489378,-0.030335933417291017,-0.020620291351742079
2000-10-17 00:00:00,-0.076133466748905948,-0.134820491475101,-0.058687024726195053
2000-10-18 00:00:00,-0.081837798604091003,-0.18144372263233155,-0.099605924028240547
2000-10-19 00:00:00,-0.053370213102894276,-0.17966124368258196,-0.12629103057968769
2000-10-20 00:00:00,-0.051132419501014714,-0.20298965983120976,-0.15185724033019504
2000-10-23 00:00:00,-0.089522557312061019,-0.28614107629828656,-0.19661851898622554
2000-10-24 00:00:00,-0.091052162696711264,-0.33319676303129242,-0.24214460033458116
2000-10-25 00:00:00,-0.12633967125325046,-0.43165410721445685,-0.30531443596120639
2000-10-26 00:00:00,-0.048002936329489765,-0.37731884045544106,-0.3293159041259513
2000-10-27 00:00:00,0.0065748067712281255,-0.31945369396910905,-0.32602850074033718
2000-10-30 00:00:00,0.064097632594453557,-0.22988205184865684,-0.2939796844431104
2000-10-31 00:00:00,0.081315926469685607,-0.17200579473858202,-0.25332172120826763
2000-11-01 00:00:00,0.093590846491903495,-0.1129354514704124,-0.20652629796231589
2000-11-02 00:00:00,0.08858312139692523,-0.073651615866928033,-0.16223473726385326
2000-11-03 00:00:00,0.050528278787893399,-0.086442319082013164,-0.13697059786990656
2000-11-06 00:00:00,0.055309697090313345,-0.054006052234436552,-0.1093157493247499
2000-11-07 00:00:00,0.075229169974430923,0.0035280056368964807,-0.071701164337534443
2000-11-08 00:00:00,0.057592656056885912,0.014687819747794428,-0.042904836309091483
2000-11-09 00:00:00,0.0077129541616608871,-0.031335405066600153,-0.03904835922826104
2000-11-10 00:00:00,-0.010085860665347453,-0.054177150226282222,-0.04409128956093477
2000-11-13 00:00:00,-0.00082813161890886444,-0.045333486989298066,-0.044505355370389202
2000-11-14 00:00:00,0.0037197398719210628,-0.038925745562507608,-0.04264548543442867
2000-11-15 00:00:00,0.0056500605821872552,-0.034170394561147788,-0.039820455143335043
2000-11-16 00:00:00,0.033962414815376728,0.011123167079730045,-0.022839247735646682
2000-11-17 00:00:00,0.041516399120251894,0.039435350944731162,-0.0020810481755207345
2000-11-20 00:00:00,0.029815610530357861,0.042642367620016053,0.012826757089658193
2000-11-21 00:00:00,0.03551159466640634,0.066094149089267695,0.030582554422861358
2000-11-22 00:00:00,0.028998673245077052,0.074080564290476936,0.045081891045399884
2000-11-23 00:00:00,-0.0023038776816685022,0.041626074522897127,0.04392995220456563
2000-11-24 00:00:00,-0.028635655820132756,0.00097646847436649864,0.029612124294499255
2000-11-27 00:00:00,-0.071350475165574495,-0.077413588453862481,-0.0060631132882879883
2000-11-28 00:00:00,-0.092478691432678811,-0.14478115043730622,-0.052302459004627398
2000-11-29 00:00:00,-0.088142781411906443,-0.18451663112248706,-0.09637384971058062
2000-11-30 00:00:00,-0.095385184054526118,-0.23945162579236978,-0.14406644173784366
2000-12-01 00:00:00,-0.089248618912692201,-0.27793937010688197,-0.18869075119418977
2000-12-04 00:00:00,-0.074074930344096984,-0.29980314671033526,-0.22572821636623827
2000-12-05 00:00:00,-0.036340882671461405,-0.28023954037343035,-0.24389865770196895
2000-12-06 00:00:00,-0.090333401338650587,-0.37939875970994485,-0.28906535837129427
2000-12-07 00:00:00,-0.084197757654551508,-0.41536199485312153,-0.33116423719857002
2000-12-08 00:00:00,-0.056840332263711824,-0.41642473559413773,-0.35958440333042591
2000-12-11 00:00:00,-0.048013412244948428,-0.43160452169784858,-0.38359110945290015
2000-12-13 00:00:00,0.0095403399128937694,-0.36928059958355952,-0.37882093949645329
2000-12-14 00:00:00,0.055598423540316744,-0.29542330418597817,-0.35102172772629492
2000-12-15 00:00:00,0.066159089121986592,-0.251783094043315,-0.3179421831653016
2000-12-18 00:00:00,0.052569642610877543,-0.23908771924898531,-0.29165736185986285
2000-12-19 00:00:00,0.032215940286957845,-0.24333345142942608,-0.27554939171638393
2000-12-20 00:00:00,0.0041807325035825849,-0.26927829296101002,-0.27345902546459261
2000-12-21 00:00:00,-0.021445515603943144,-0.30562729887050732,-0.28418178326656418
2000-12-22 00:00:00,-0.020225885736609106,-0.31452061187147784,-0.29429472613486873
2000-12-26 00:00:00,-0.01888950444368459,-0.32262898280039565,-0.30373947835671106
2000-12-27 00:00:00,0.00094952013899124443,-0.30231519814822416,-0.30326471828721541
2000-12-28 00:00:00,0.024003184738611461,-0.26725994117929819,-0.29126312591790965
2001-01-02 00:00:00,0.069201366098862238,-0.18746107676961632,-0.25666244286847856
2001-01-03 00:00:00,0.13749995353132524,-0.050412512571490709,-0.18791246610281595
2001-01-04 00:00:00,0.15537112575307799,0.045144222526801059,-0.11022690322627694
2001-01-05 00:00:00,0.14498550075902913,0.10725134791226676,-0.037734152846762382
2001-01-08 00:00:00,0.10658775254544579,0.12214747597140629,0.015559723425960506
2001-01-09 00:00:00,0.099877277969054559,0.16537564037954233,0.065498362410487773
2001-01-10 00:00:00,0.078984629133654602,0.18397530611096968,0.10499067697731508
2001-01-11 00:00:00,0.071155349407097945,0.21172370108796201,0.14056835168086407
2001-01-12 00:00:00,0.063877908593987898,0.23638521457184591,0.17250730597785802
2001-01-15 00:00:00,0.053722386517970511,0.25309088575481375,0.19936849923684324
2001-01-16 00:00:00,0.065628528474524495,0.29781129194862999,0.23218276347410549
2001-01-17 00:00:00,0.082921272299572968,0.35656467192346497,0.273643399623892
2001-01-18 00:00:00,0.094059246313554168,0.41473226909422323,0.32067302278066906
2001-01-19 00:00:00,0.10607611525485738,0.47978719566295513,0.37371108040809775
2001-01-22 00:00:00,0.075434451005386316,0.4868627569161772,0.41142830591079088
2001-01-23 00:00:00,0.075026749135607418,0.52396842961420198,0.44894168047859456
2001-01-24 00:00:00,0.044309492536314277,0.51540591928306601,0.47109642674675173
2001-01-26 00:00:00,0.0010639669928304563,0.47269237723599744,0.47162841024316698
2001-01-29 00:00:00,-0.021203686286709433,0.43982288081310283,0.46102656709981227
2001-01-30 00:00:00,-0.031510923687331494,0.413760181568815,0.44527110525614649
2001-01-31 00:00:00,-0.037055331296178884,0.38968810831187817,0.42674343960805705
2001-02-01 00:00:00,-0.056285512210387745,0.34231517129247546,0.39860068350286321
2001-02-02 00:00:00,-0.061634724559420762,0.30614859666373206,0.36778332122315283
2001-02-05 00:00:00,-0.063754163706787159,0.27215207566297206,0.33590623936975922
2001-02-06 00:00:00,-0.045318007775990821,0.26792922770577299,0.31324723548176381
2001-02-07 00:00:00,-0.03899603059449519,0.25475318959002102,0.29374922018451621
2001-02-08 00:00:00,0.0023638995354529624,0.29729506948769568,0.29493116995224272
