,close,value
2000-01-31 00:00:00,,5.2040505050505059
2000-02-29 00:00:00,,5.8916666666666675
2000-03-31 00:00:00,,6.0191919191919201
2000-04-30 00:00:00,,5.4846060606060618
2000-05-31 00:00:00,,5.3438181818181834
2000-06-30 00:00:00,,6.8099999999999996
2000-07-31 00:00:00,,5.8499999999999996
2000-08-31 00:00:00,,6.8899999999999997
2000-09-30 00:00:00,,6.5499999999999998
2000-10-31 00:00:00,,6.3300000000000001
2000-11-30 00:00:00,,5.9299999999999997
2000-12-31 00:00:00,,5.7199999999999998
2001-01-31 00:00:00,,6.8099999999999996
2001-02-28 00:00:00,,6.8600000000000003
2001-03-31 00:00:00,,5.8700000000000001
2001-04-30 00:00:00,,6.6799999999999997
2001-05-31 00:00:00,,7.4699999999999998
2001-06-30 00:00:00,,6.75
2001-07-31 00:00:00,,6.7800000000000002
2001-08-31 00:00:00,,6.8799999999999999
2001-09-30 00:00:00,,6.4100000000000001
2001-10-31 00:00:00,,6.4900000000000002
2001-11-30 00:00:00,,6.1900000000000004
2001-12-31 00:00:00,,6.3899999999999997
2002-01-31 00:00:00,,6.1200000000000001
2002-02-28 00:00:00,,6.9000000000000004
2002-03-31 00:00:00,,7.2199999999999998
2002-04-30 00:00:00,,6.8600000000000003
2002-05-31 00:00:00,,6.8200000000000003
2002-06-30 00:00:00,,6.1100000000000003
2002-07-31 00:00:00,,5.1699999999999999
2002-08-31 00:00:00,,5.5
2002-09-30 00:00:00,,4.6200000000000001
2002-10-31 00:00:00,,5.54
2002-11-30 00:00:00,,5.5099999999999998
2002-12-31 00:00:00,,5.7999999999999998
2003-01-31 00:00:00,,5.9400000000000004
2003-02-28 00:00:00,,5.3399999999999999
2003-03-31 00:00:00,,5.7999999999999998
2003-04-30 00:00:00,,6.2400000000000002
2003-05-31 00:00:00,,6.5999999999999996
2003-06-30 00:00:00,,6.3799999999999999
2003-07-31 00:00:00,,7.0599999999999996
2003-08-31 00:00:00,,7.5999999999999996
2003-09-30 00:00:00,,7.5800000000000001
2003-10-31 00:00:00,,7.8799999999999999
2003-11-30 00:00:00,,8.3599999999999994
2003-12-31 00:00:00,,9.5500000000000007
2004-01-31 00:00:00,,9.7899999999999991
2004-02-29 00:00:00,,10.25
2004-03-31 00:00:00,,10.69
2004-04-30 00:00:00,,9.3399999999999999
2004-05-31 00:00:00,,8.9700000000000006
2004-06-30 00:00:00,,9.6600000000000001
2004-07-31 00:00:00,,9.7599999999999998
2004-08-31 00:00:00,,10.25
2004-09-30 00:00:00,,11.73
2004-10-31 00:00:00,,11.68
2004-11-30 00:00:00,,11.609999999999999
2004-12-31 00:00:00,,12.140000000000001
2005-01-31 00:00:00,,11.66
2005-02-28 00:00:00,,13.9
2005-03-31 00:00:00,,12.890000000000001
2005-04-30 00:00:00,,11.81
2005-05-31 00:00:00,,12.57
2005-06-30 00:00:00,,13.41
2005-07-31 00:00:00,,13.619999999999999
2005-08-31 00:00:00,,16.25
2005-09-30 00:00:00,,17.829999999999998
2005-10-31 00:00:00,,16.100000000000001
2005-11-30 00:00:00,,17.120000000000001
2005-12-31 00:00:00,,18.600000000000001
