,open,high,low,close,volume
2000-01-07 00:00:00,5.7625000000000002,5.9125000000000005,5.3125,5.5,50705600000.0
2000-01-14 00:00:00,5.6187500000000004,5.7000000000000002,5.3000000000000007,5.4000000000000004,34344000000.0
2000-01-21 00:00:00,5.4063750000000006,5.6123750000000001,5.1572500000000003,5.2000000000000002,36613600000.0
2000-01-28 00:00:00,5.2000000000000002,5.375,5.125,5.1375000000000002,31430400000.0
2000-02-04 00:00:00,5.1262500000000006,5.6625000000000005,5.0625,5.5875000000000004,37648800000.0
2000-02-11 00:00:00,5.5876250000000001,5.8125,5.0875000000000004,5.2000000000000002,34878400000.0
2000-02-18 00:00:00,5.25,5.7750000000000004,5.1625000000000005,5.5562500000000004,50360000000.0
2000-02-25 00:00:00,5.5500000000000007,5.9000000000000004,5.4750000000000005,5.8626250000000004,41063200000.0
2000-03-03 00:00:00,5.8125,6.0375000000000005,5.6876250000000006,6.0375000000000005,32139200000.0
2000-03-10 00:00:00,6.0,6.4500000000000002,5.875,6.2125000000000004,13968800000.0
2000-03-17 00:00:00,6.1861250000000005,6.1861250000000005,5.7497500000000006,5.8625000000000007,36717600000.0
2000-03-24 00:00:00,5.8625000000000007,5.9000000000000004,5.6875,5.8125,33888000000.0
2000-03-31 00:00:00,5.8125,6.25,5.7750000000000004,5.9000000000000004,30800800000.0
2000-04-07 00:00:00,5.875,6.2498750000000003,5.625,6.2000000000000002,42404000000.0
2000-04-14 00:00:00,6.1375000000000002,6.1875,5.5125000000000002,5.5737500000000004,50996000000.0
2000-04-21 00:00:00,5.5,5.5875000000000004,4.9998750000000003,5.1000000000000005,54391200000.0
2000-04-28 00:00:00,5.125,5.5,4.9998750000000003,5.3762500000000006,47344000000.0
2000-05-05 00:00:00,5.4250000000000007,5.5748750000000005,5.3625000000000007,5.4875000000000007,24852000000.0
2000-05-12 00:00:00,5.4737499999999999,5.5125000000000002,5.2250000000000005,5.3062500000000004,41756000000.0
2000-05-19 00:00:00,5.3250000000000002,5.6062500000000002,5.3000000000000007,5.4125000000000005,31712000000.0
2000-05-26 00:00:00,5.4001250000000001,5.5,5.1750000000000007,5.2512500000000006,46312000000.0
2000-06-02 00:00:00,5.2937500000000002,5.812875,5.2375000000000007,5.812875,43793600000.0
2000-06-09 00:00:00,5.7062500000000007,6.375,5.6875,6.2750000000000004,40936000000.0
2000-06-16 00:00:00,6.2625000000000002,6.3875000000000002,6.0125000000000002,6.3123750000000003,35836800000.0
2000-06-23 00:00:00,6.3125,6.5374999999999996,6.25,6.4387499999999998,38639818400.0
2000-06-30 00:00:00,6.4524999999999997,6.9000000000000004,6.375,6.8125,27178400.0
2000-07-07 00:00:00,6.9874999999999998,7.2374999999999998,6.7062499999999998,6.7062499999999998,40720000.0
2000-07-14 00:00:00,6.8487499999999999,6.8612500000000001,6.0562500000000004,6.25,46820800.0
2000-07-21 00:00:00,6.25,6.5625,6.0499999999999998,6.4625000000000004,59093600.0
2000-07-28 00:00:00,6.4974999999999996,6.5250000000000004,5.7999999999999998,5.8312499999999998,52672000.0
2000-08-04 00:00:00,6.0625,6.0625,5.6124999999999998,5.75,94889600.0
2000-08-11 00:00:00,5.9737499999999999,6.3112500000000002,5.5625,6.2374999999999998,180709600.0
2000-08-18 00:00:00,6.2750000000000004,6.7374999999999998,6.1500000000000004,6.4749999999999996,64981600.0
2000-08-25 00:00:00,6.5,6.6875,6.3499999999999996,6.6875,52609600.0
2000-09-01 00:00:00,6.6887499999999998,7.1375000000000002,6.5625,6.90625,64392800.0
2000-09-08 00:00:00,6.8875000000000002,7.2362500000000001,6.8125,7.0625,26541600.0
2000-09-15 00:00:00,7.0125000000000002,7.2874999999999996,6.7000000000000002,6.7874999999999996,46596800.0
2000-09-22 00:00:00,6.8875000000000002,6.8875000000000002,6.3624999999999998,6.4737499999999999,45748000.0
2000-09-29 00:00:00,6.5875000000000004,6.8125,6.375,6.5875000000000004,45621600.0
2000-10-06 00:00:00,6.625,6.7000000000000002,6.4249999999999998,6.4749999999999996,31973600.0
2000-10-13 00:00:00,6.5,6.8125,6.3499999999999996,6.7050000000000001,32823200.0
2000-10-20 00:00:00,6.7249999999999996,6.7374999999999998,5.9249999999999998,6.25,68891200.0
